Categoria,Rating,Promedio descargas
Simulation,4.1,1858181.0
Simulation,4.2,2109860.0
Simulation,4.3,1994096.0
Simulation,4.4,1695710.0
Simulation,4.5,1590564.0
Simulation,4.6,1555869.0
Simulation,4.7,637942.0
Simulation,4.8,138646.0
Simulation,4.9,41680.0
Simulation,5.0,5186.0
Social,0.0,1172.0
Social,1.0,1191.0
Social,1.1,129361.0
Social,1.2,24124.0
Social,1.3,1371870.0
Social,1.4,107869.0
Social,1.5,59181.0
Social,1.6,114131.0
Social,1.7,182765.0
Social,1.8,36383.0
Social,1.9,28183.0
Social,2.0,100106.0
Social,2.1,86067.0
Social,2.2,583561.0
Social,2.3,72329437.0
Social,2.4,58760.0
Social,2.5,187829.0
Social,2.6,139655.0
Social,2.7,120696.0
Social,2.8,150332.0
Social,2.9,243585.0
Social,3.0,94422.0
Social,3.1,7284225.0
Social,3.2,209840.0
Social,3.3,123207.0
Social,3.4,320923.0
Social,3.5,2651272.0
Social,3.6,214434.0
Social,3.7,578272.0
Social,3.8,4040002.0
Social,3.9,576088.0
Social,4.0,4124942.0
Social,4.1,748961.0
Social,4.2,812005.0
Social,4.3,2978889.0
Social,4.4,1713871.0
Social,4.5,493876.0
Social,4.6,151967.0
Social,4.7,108869.0
Social,4.8,75798.0
Social,4.9,6661.0
Social,5.0,1501.0
Trivia,0.0,1484.0
Trivia,1.2,3944.0
Trivia,1.3,19370.0
Trivia,1.4,25280.0
Trivia,1.5,7651.0
Trivia,1.6,20404.0
Trivia,1.7,140662.0
Trivia,1.8,170467.0
Trivia,1.9,15044.0
Trivia,2.0,13061.0
Trivia,2.1,32306.0
Trivia,2.2,37744.0
Trivia,2.3,112843.0
Trivia,2.4,86256.0
Trivia,2.5,71868.0
Trivia,2.6,106445.0
Trivia,2.7,60533.0
Trivia,2.8,29086.0
Trivia,2.9,141791.0
Trivia,3.0,91817.0
Trivia,3.1,182282.0
Trivia,3.2,98101.0
Trivia,3.3,128134.0
Trivia,3.4,197846.0
Trivia,3.5,126203.0
Trivia,3.6,310719.0
Trivia,3.7,264861.0
Trivia,3.8,278075.0
Trivia,3.9,251261.0
Trivia,4.0,195985.0
Trivia,4.1,214065.0
Trivia,4.2,357735.0
Trivia,4.3,1043758.0
Trivia,4.4,372999.0
Trivia,4.5,393933.0
Trivia,4.6,616212.0
Trivia,4.7,259145.0
Trivia,4.8,55788.0
Trivia,4.9,7396.0
Trivia,5.0,639.0
Viaje y Local,0.0,847.0
Viaje y Local,1.0,2933.0
Viaje y Local,1.1,4867.0
Viaje y Local,1.2,13481.0
Viaje y Local,1.3,36783.0
Viaje y Local,1.4,9821.0
Viaje y Local,1.5,62762.0
Viaje y Local,1.6,39277.0
Viaje y Local,1.7,42809.0
Viaje y Local,1.8,51179.0
Viaje y Local,1.9,38796.0
Viaje y Local,2.0,24516.0
Viaje y Local,2.1,60999.0
Viaje y Local,2.2,54364.0
Viaje y Local,2.3,48263.0
Viaje y Local,2.4,58871.0
Viaje y Local,2.5,63791.0
Viaje y Local,2.6,39239.0
Viaje y Local,2.7,60460.0
Viaje y Local,2.8,78068.0
Viaje y Local,2.9,76843.0
Viaje y Local,3.0,73706.0
Viaje y Local,3.1,73287.0
Viaje y Local,3.2,72489.0
Viaje y Local,3.3,126588.0
Viaje y Local,3.4,153897.0
Viaje y Local,3.5,131429.0
Viaje y Local,3.6,87708.0
Viaje y Local,3.7,116530.0
Viaje y Local,3.8,7126110.0
Viaje y Local,3.9,196961.0
Viaje y Local,4.0,253918.0
Viaje y Local,4.1,249731.0
Viaje y Local,4.2,1005536.0
Viaje y Local,4.3,809112.0
Viaje y Local,4.4,580349.0
Viaje y Local,4.5,349338.0
Viaje y Local,4.6,312781.0
Viaje y Local,4.7,427416.0
Viaje y Local,4.8,104524.0
Viaje y Local,4.9,32657.0
Viaje y Local,5.0,2031.0
Word,0.0,1445.0
Word,1.0,2182.0
Word,1.2,82375.0
Word,1.5,227312.0
Word,1.6,40336.0
Word,1.7,2227.0
Word,1.8,3120.0
Word,1.9,348862.0
Word,2.0,7555.0
Word,2.1,18376.0
Word,2.2,467.0
Word,2.3,9719.0
Word,2.4,19371.0
Word,2.5,35427.0
Word,2.6,83385.0
Word,2.7,436640.0
Word,2.8,44776.0
Word,2.9,76648.0
Word,3.0,39036.0
Word,3.1,30867.0
Word,3.2,82965.0
Word,3.3,149746.0
Word,3.4,489245.0
Word,3.5,287871.0
Word,3.6,227293.0
Word,3.7,755550.0
Word,3.8,219078.0
Word,3.9,401869.0
Word,4.0,225189.0
Word,4.1,275936.0
Word,4.2,914735.0
Word,4.3,539950.0
Word,4.4,748986.0
Word,4.5,1269908.0
Word,4.6,1088721.0
Word,4.7,979925.0
Word,4.8,347697.0
Word,4.9,44922.0
Word,5.0,547.0
